product_id,views,cart_adds,purchases,conversion_rate
51200047,6,0,0,0.00
6100126,7,0,0,0.00
2602033,91,0,0,0.00
5800749,16,0,0,0.00
48700033,10,0,0,0.00
28500096,4,0,0,0.00
28704311,8,0,0,0.00
7100500,46,0,0,0.00
17500970,13,0,0,0.00
26013700,4,0,0,0.00
44100004,18,0,0,0.00
4804025,17,0,0,0.00
54900033,6,0,0,0.00
13700223,43,0,0,0.00
26600051,4,0,0,0.00
13800095,2,0,0,0.00
6800063,6,0,0,0.00
12712396,12,0,0,0.00
3100424,15,0,0,0.00
2601970,21,0,0,0.00
10400599,9,0,0,0.00
28714096,4,0,0,0.00
12400366,10,0,0,0.00
8500308,35,0,0,0.00
10700229,4,0,0,0.00
13201073,3,0,0,0.00
12700622,8,0,0,0.00
5100745,57,0,0,0.00
34800391,12,0,0,0.00
2800412,4,0,0,0.00
23200181,11,0,0,0.00
22300020,12,0,0,0.00
12710007,15,0,0,0.00
5700233,16,0,0,0.00
28719415,3,0,0,0.00
25500007,8,0,0,0.00
36000002,8,0,0,0.00
4300250,39,0,0,0.00
13800011,4,0,0,0.00
21410453,2,0,0,0.00
44700048,34,0,0,0.00
28716156,3,0,0,0.00
6100122,11,0,0,0.00
21406563,6,0,0,0.00
42400032,8,0,0,0.00
26402292,13,0,0,0.00
1801696,78,0,0,0.00
14600001,34,0,0,0.00
12712385,3,0,0,0.00
1480153,22,0,0,0.00
28704332,23,0,0,0.00
28101895,15,0,0,0.00
28717160,30,0,0,0.00
6902502,32,0,0,0.00
1802076,7,0,0,0.00
13800157,22,0,0,0.00
28717989,13,0,0,0.00
48100000,9,0,0,0.00
10700443,6,0,0,0.00
36000005,4,0,0,0.00
12100480,6,0,0,0.00
26205048,16,0,0,0.00
17302463,14,0,0,0.00
43900021,16,0,0,0.00
4900337,5,0,0,0.00
9400078,8,0,0,0.00
28704121,2,0,0,0.00
26403603,17,0,0,0.00
28500099,2,0,0,0.00
29502791,16,0,0,0.00
26500624,22,0,0,0.00
44400055,10,0,0,0.00
39700078,10,0,0,0.00
5801719,14,0,0,0.00
58300011,32,0,0,0.00
36600068,4,0,0,0.00
6701062,6,0,0,0.00
31501181,15,0,0,0.00
23200332,4,0,0,0.00
12700456,13,0,0,0.00
12708193,8,0,0,0.00
26400959,6,0,0,0.00
28718005,42,0,0,0.00
7600095,6,0,0,0.00
45500019,6,0,0,0.00
21410733,24,0,0,0.00
12202370,6,0,0,0.00
58300013,8,0,0,0.00
28720972,2,0,0,0.00
20900154,5,0,0,0.00
28719171,13,0,0,0.00
13201049,3,0,0,0.00
18001409,14,0,0,0.00
1004811,19,0,0,0.00
1480757,54,0,0,0.00
17301612,11,0,0,0.00
17800164,35,0,0,0.00
12719522,14,0,0,0.00
2900556,16,0,0,0.00
12713447,16,0,0,0.00
21800266,2,0,0,0.00
8500135,14,0,0,0.00
12712193,24,0,0,0.00
31501050,19,0,0,0.00
12702359,2,0,0,0.00
26023023,2,0,0,0.00
13400525,4,0,0,0.00
36000003,6,0,0,0.00
6700485,10,0,0,0.00
39600005,77,0,0,0.00
2900767,21,0,0,0.00
49400027,8,0,0,0.00
42600258,10,0,0,0.00
12711348,10,0,0,0.00
8901769,19,2,0,0.00
3100841,61,0,0,0.00
28715112,2,0,0,0.00
12202338,54,0,0,0.00
8900499,4,0,0,0.00
5301477,48,0,0,0.00
17302674,11,0,0,0.00
12700157,3,0,0,0.00
44700038,5,0,0,0.00
1480140,8,0,0,0.00
17400150,3,0,0,0.00
28101744,11,0,0,0.00
58300005,34,0,0,0.00
12709561,59,0,0,0.00
13800171,2,0,0,0.00
43900087,22,0,0,0.00
12720455,6,0,0,0.00
10300828,4,0,0,0.00
17200764,2,0,0,0.00
28701418,3,0,0,0.00
2601780,44,0,0,0.00
28717868,2,0,0,0.00
12712694,48,0,0,0.00
41100045,15,0,0,0.00
6701005,16,0,0,0.00
28721575,7,0,0,0.00
6100098,11,0,0,0.00
12202181,36,0,0,0.00
25700017,35,0,0,0.00
12000018,12,0,0,0.00
19100180,4,0,0,0.00
36000006,4,0,0,0.00
13800084,37,0,0,0.00
26400770,22,0,0,0.00
21800267,4,0,0,0.00
12707243,23,0,0,0.00
1802074,32,0,0,0.00
1306760,15,0,0,0.00
42400058,2,0,0,0.00
21407534,2,0,0,0.00
26022833,4,0,0,0.00
1701429,8,0,0,0.00
10900177,4,0,0,0.00
16800081,10,0,0,0.00
1307142,27,0,0,0.00
3601455,32,0,0,0.00
11400750,4,0,0,0.00
14300243,13,0,0,0.00
4804694,2,0,0,0.00
7900524,12,0,0,0.00
30300025,12,0,0,0.00
14300207,26,0,0,0.00
17601129,20,0,0,0.00
1500091,25,0,0,0.00
26026278,2,0,0,0.00
26404069,4,0,0,0.00
21800171,2,0,0,0.00
12703075,2,0,0,0.00
57100068,8,0,0,0.00
6700765,2,0,0,0.00
28717294,6,0,0,0.00
12719131,34,0,0,0.00
12719635,36,0,0,0.00
18000068,2,0,0,0.00
17200593,6,0,0,0.00
20900023,6,0,0,0.00
28701410,6,0,0,0.00
28714398,6,0,0,0.00
12711875,7,0,0,0.00
2800427,40,0,0,0.00
9200108,7,0,0,0.00
28721234,4,0,0,0.00
1801693,29,0,0,0.00
28720437,2,0,0,0.00
26204813,4,0,0,0.00
28718993,4,0,0,0.00
58300003,9,0,0,0.00
18000811,52,0,0,0.00
1700404,23,0,0,0.00
1306941,5,0,0,0.00
30300033,47,0,0,0.00
42400057,2,0,0,0.00
9100559,2,0,0,0.00
28711860,18,0,0,0.00
43900020,5,0,0,0.00
12703325,10,0,0,0.00
21407341,4,0,0,0.00
28716092,39,0,0,0.00
26403378,21,0,0,0.00
1002550,2,0,0,0.00
18000155,23,0,0,0.00
17200875,11,0,0,0.00
19300000,19,0,0,0.00
34800265,24,0,0,0.00
1003931,11,0,0,0.00
28716044,3,0,0,0.00
28715844,11,0,0,0.00
26024251,6,0,0,0.00
17302979,19,0,0,0.00
28401339,5,0,0,0.00
12500747,2,0,0,0.00
15901144,2,0,0,0.00
5800728,12,0,0,0.00
29700028,9,0,0,0.00
3100345,39,0,0,0.00
3700861,57,0,0,0.00
1480354,2,0,0,0.00
1306495,6,0,0,0.00
28714359,6,0,0,0.00
13400814,20,0,0,0.00
28721885,4,0,0,0.00
21408491,30,0,0,0.00
4803924,38,2,0,0.00
21401066,4,0,0,0.00
12700702,31,0,0,0.00
13102074,10,0,0,0.00
21407891,5,0,0,0.00
28717550,6,0,0,0.00
4400405,8,0,0,0.00
11200025,4,0,0,0.00
28710664,6,0,0,0.00
16700059,9,0,0,0.00
16800306,16,0,0,0.00
21409515,2,0,0,0.00
5301338,20,0,0,0.00
5701122,27,0,0,0.00
7203222,28,0,0,0.00
5301400,23,0,0,0.00
28100838,7,0,0,0.00
26202873,4,0,0,0.00
5100773,12,0,0,0.00
9101360,20,0,0,0.00
21401747,4,0,0,0.00
42400024,2,0,0,0.00
13200666,9,0,0,0.00
26202878,8,0,0,0.00
26023016,8,0,0,0.00
2701086,14,0,0,0.00
26203741,2,0,0,0.00
12710281,2,0,0,0.00
6301951,2,0,0,0.00
26401410,4,0,0,0.00
2700274,29,0,0,0.00
3101042,8,0,0,0.00
30900120,6,0,0,0.00
1304987,10,0,0,0.00
28300759,18,0,0,0.00
12708196,6,0,0,0.00
1701284,2,0,0,0.00
17000111,15,0,0,0.00
3200268,23,0,0,0.00
12700478,11,0,0,0.00
10201386,12,0,0,0.00
35200045,13,0,0,0.00
3601562,17,0,0,0.00
29502768,4,0,0,0.00
42400036,12,0,0,0.00
17302706,48,0,0,0.00
43900029,4,0,0,0.00
28720074,4,0,0,0.00
16800602,6,0,0,0.00
26403571,19,0,0,0.00
19100060,8,0,0,0.00
26025354,3,0,0,0.00
4804242,14,0,0,0.00
1801599,8,0,0,0.00
42500002,4,0,0,0.00
28000126,2,0,0,0.00
6700732,8,0,0,0.00
13100648,2,0,0,0.00
11600043,3,0,0,0.00
4804408,8,0,0,0.00
7202922,2,0,0,0.00
17302437,14,0,0,0.00
5301046,16,0,0,0.00
51100021,8,0,0,0.00
16200035,8,0,0,0.00
4804496,2,0,0,0.00
1480373,40,0,0,0.00
2240156,4,0,0,0.00
1306980,33,0,0,0.00
26016933,6,0,0,0.00
4804686,15,0,0,0.00
3600938,11,0,0,0.00
13700012,5,0,0,0.00
13902602,4,0,0,0.00
14300188,24,0,0,0.00
10101054,2,0,0,0.00
24100092,2,0,0,0.00
17303131,2,0,0,0.00
4400590,4,0,0,0.00
21400599,6,0,0,0.00
4803014,8,0,0,0.00
8200221,7,0,0,0.00
49100037,17,0,0,0.00
28721186,3,0,0,0.00
2900440,4,0,0,0.00
12716453,19,0,0,0.00
12702045,8,0,0,0.00
4400488,35,0,0,0.00
37000014,8,0,0,0.00
34800599,9,0,0,0.00
26004885,6,0,0,0.00
28300542,23,0,0,0.00
21403285,2,0,0,0.00
6400285,26,0,0,0.00
7600143,11,0,0,0.00
14701110,13,0,0,0.00
43900061,12,0,0,0.00
4502676,12,0,0,0.00
51100014,25,0,0,0.00
26204988,4,0,0,0.00
12100815,4,0,0,0.00
21410244,4,0,0,0.00
11600165,4,0,0,0.00
28704548,8,0,0,0.00
26400824,2,0,0,0.00
12202227,3,0,0,0.00
19100245,4,0,0,0.00
12713023,4,0,0,0.00
18000282,2,0,0,0.00
5301122,19,0,0,0.00
28719497,4,0,0,0.00
26016935,2,0,0,0.00
28714596,25,0,0,0.00
14300234,25,0,0,0.00
37000040,17,0,0,0.00
3200336,3,0,0,0.00
1801902,6,0,0,0.00
3601074,7,0,0,0.00
13102177,2,0,0,0.00
2601433,21,0,0,0.00
17301461,4,0,0,0.00
5000092,27,0,0,0.00
1305602,43,0,0,0.00
4802853,14,0,0,0.00
21409562,10,0,0,0.00
6301792,4,0,0,0.00
17300562,3,0,0,0.00
17200705,14,0,0,0.00
21401724,2,0,0,0.00
21405098,5,0,0,0.00
43600033,9,0,0,0.00
20900231,14,0,0,0.00
26200041,15,0,0,0.00
1201343,79,0,0,0.00
28721178,10,0,0,0.00
28719052,11,0,0,0.00
28100640,11,0,0,0.00
3601142,23,0,0,0.00
1480179,14,0,0,0.00
13400537,9,0,0,0.00
12202477,13,0,0,0.00
13100054,6,0,0,0.00
8902276,5,0,0,0.00
5801390,6,0,0,0.00
28721939,2,0,0,0.00
13901878,2,0,0,0.00
12705512,4,0,0,0.00
29100070,15,0,0,0.00
4900298,36,0,0,0.00
12718701,18,0,0,0.00
26001044,19,0,0,0.00
44700017,8,0,0,0.00
2502117,2,0,0,0.00
21406597,15,0,0,0.00
18100053,4,0,0,0.00
2800342,4,0,0,0.00
7300353,4,0,0,0.00
5000325,18,0,0,0.00
31300056,2,0,0,0.00
13400833,12,0,0,0.00
6301729,3,0,0,0.00
12710499,23,0,0,0.00
3300305,21,0,0,0.00
5900153,13,0,0,0.00
15300232,7,0,0,0.00
28717068,18,0,0,0.00
45600824,4,0,0,0.00
12709085,27,0,0,0.00
11600285,6,0,0,0.00
28718045,4,0,0,0.00
2702640,6,0,0,0.00
12720089,42,0,0,0.00
12500272,11,0,0,0.00
21404580,8,0,0,0.00
13300674,14,0,0,0.00
3701538,32,0,0,0.00
26400649,4,0,0,0.00
6100158,11,0,0,0.00
5801581,7,0,0,0.00
12719454,9,0,0,0.00
17500030,2,0,0,0.00
7900770,6,0,0,0.00
28704549,14,0,0,0.00
1201366,16,0,0,0.00
12202032,2,0,0,0.00
15902600,2,0,0,0.00
17200744,37,0,0,0.00
8500097,10,0,0,0.00
28719208,6,0,0,0.00
28712044,2,0,0,0.00
26012546,2,0,0,0.00
1701477,16,0,0,0.00
5400661,6,0,0,0.00
17601195,10,0,0,0.00
3300356,2,0,0,0.00
17302676,22,0,0,0.00
12701407,4,0,0,0.00
13105322,25,0,0,0.00
30300003,47,0,0,0.00
15600009,10,0,0,0.00
1801886,6,0,0,0.00
5100920,6,0,0,0.00
28401204,6,0,0,0.00
28718454,10,0,0,0.00
4600549,29,0,0,0.00
17301505,8,0,0,0.00
1802025,15,0,0,0.00
8902753,68,0,0,0.00
29501137,8,0,0,0.00
15800153,33,0,0,0.00
40200414,39,0,0,0.00
15400233,2,0,0,0.00
11600040,9,0,0,0.00
4400318,53,0,0,0.00
13300836,6,0,0,0.00
13400633,3,0,0,0.00
21411167,2,0,0,0.00
8500345,5,0,0,0.00
26400367,4,0,0,0.00
21402622,6,0,0,0.00
22000256,25,0,0,0.00
26021023,6,0,0,0.00
12702883,90,0,0,0.00
17200973,98,0,0,0.00
12709949,7,0,0,0.00
1307441,4,0,0,0.00
2800347,12,0,0,0.00
2700218,13,0,0,0.00
20900640,12,0,0,0.00
26400278,4,0,0,0.00
11200502,14,0,0,0.00
34800527,2,0,0,0.00
5800843,48,0,0,0.00
3100204,19,0,0,0.00
26403225,44,0,0,0.00
3601316,19,0,0,0.00
15200160,6,0,0,0.00
28100606,2,0,0,0.00
26204431,10,0,0,0.00
12718875,4,0,0,0.00
28300553,11,0,0,0.00
13400771,5,0,0,0.00
7004520,20,0,0,0.00
34800412,6,0,0,0.00
16000196,4,0,0,0.00
34800411,2,0,0,0.00
18400336,9,0,0,0.00
7900872,11,0,0,0.00
45600119,37,0,0,0.00
2501356,12,0,0,0.00
1701366,20,0,0,0.00
45300033,47,0,0,0.00
2201034,4,0,0,0.00
17800052,6,0,0,0.00
3100743,11,0,0,0.00
28401269,14,0,0,0.00
18001333,4,0,0,0.00
12706079,30,0,0,0.00
11200430,12,0,0,0.00
12500678,4,0,0,0.00
11100178,9,0,0,0.00
16100136,2,0,0,0.00
21409373,2,0,0,0.00
26015499,47,0,0,0.00
3300297,12,0,0,0.00
47800033,4,0,0,0.00
1307386,17,0,0,0.00
25100250,10,0,0,0.00
24300276,4,0,0,0.00
28721745,24,0,0,0.00
12700947,70,11,0,0.00
40300089,2,0,0,0.00
3101024,14,0,0,0.00
16000616,12,0,0,0.00
13103339,4,0,0,0.00
11200446,12,0,0,0.00
1305471,14,0,0,0.00
53700017,11,0,0,0.00
17301605,2,0,0,0.00
21401494,2,0,0,0.00
28717951,13,0,0,0.00
4802241,11,0,0,0.00
13700352,24,0,0,0.00
15902826,8,0,0,0.00
13100533,4,0,0,0.00
26404286,4,0,0,0.00
6400180,18,0,0,0.00
25400137,12,0,0,0.00
28721798,4,0,0,0.00
31501201,5,0,0,0.00
11100269,9,0,0,0.00
21409295,2,0,0,0.00
25100298,27,0,0,0.00
6201207,7,0,0,0.00
24300284,2,0,0,0.00
1701210,16,0,0,0.00
1307309,6,0,0,0.00
12719619,8,0,0,0.00
21403771,2,0,0,0.00
5600049,13,1,0,0.00
26202222,13,0,0,0.00
4803936,2,0,0,0.00
17800442,13,0,0,0.00
16400089,22,0,0,0.00
5701171,14,0,0,0.00
12719958,51,0,0,0.00
26027793,5,0,0,0.00
12701243,17,0,0,0.00
17500555,3,0,0,0.00
20900208,2,0,0,0.00
6301651,4,0,0,0.00
21403581,51,0,0,0.00
6200914,23,0,0,0.00
3200515,36,0,0,0.00
21401224,22,0,0,0.00
9200643,4,0,0,0.00
6301460,21,0,0,0.00
12719949,8,0,0,0.00
15200579,5,0,0,0.00
10600504,16,0,0,0.00
24100259,10,0,0,0.00
6800309,17,0,0,0.00
17301105,10,0,0,0.00
3801311,18,0,0,0.00
5700623,22,0,0,0.00
18000050,33,0,0,0.00
10502046,2,0,0,0.00
54200002,2,0,0,0.00
2900661,2,0,0,0.00
11500476,16,0,0,0.00
5301586,6,0,0,0.00
10600487,2,0,0,0.00
8900228,2,0,0,0.00
45600252,3,0,0,0.00
7300341,5,0,0,0.00
21401557,5,0,0,0.00
26404654,21,0,0,0.00
35200200,3,0,0,0.00
2702079,4,0,0,0.00
29100029,10,0,0,0.00
54200009,5,0,0,0.00
11200347,13,0,0,0.00
22000178,4,0,0,0.00
12701074,17,0,0,0.00
21401586,5,0,0,0.00
28718414,10,0,0,0.00
7300431,3,0,0,0.00
28721448,2,0,0,0.00
12711221,5,0,0,0.00
1002827,38,0,0,0.00
28719181,36,0,0,0.00
16900036,14,0,0,0.00
14100337,8,0,0,0.00
28721132,2,0,0,0.00
3100920,6,0,0,0.00
18400166,6,0,0,0.00
26205180,4,0,0,0.00
12708445,2,0,0,0.00
13300003,3,0,0,0.00
10600560,4,0,0,0.00
26016904,8,0,0,0.00
6301567,19,0,0,0.00
17301355,18,0,0,0.00
2200895,10,0,0,0.00
12720624,8,0,0,0.00
1701521,5,0,0,0.00
26021018,4,0,0,0.00
3300401,6,0,0,0.00
26003529,16,0,0,0.00
13101828,9,0,0,0.00
7300474,3,0,0,0.00
15200017,26,0,0,0.00
26202038,12,0,0,0.00
28718596,10,0,0,0.00
54900017,59,0,0,0.00
20400095,2,0,0,0.00
1306961,14,0,0,0.00
12300859,4,0,0,0.00
14500095,3,0,0,0.00
6200701,14,0,0,0.00
20100272,4,0,0,0.00
2400340,10,0,0,0.00
12301027,2,0,0,0.00
5801579,8,0,0,0.00
21401525,4,0,0,0.00
5000216,10,0,0,0.00
11200350,4,0,0,0.00
1004784,19,0,0,0.00
20900793,2,0,0,0.00
2600158,22,0,0,0.00
7300570,8,0,0,0.00
5400735,6,0,0,0.00
6600717,8,0,0,0.00
3500040,66,0,0,0.00
6600982,8,0,0,0.00
8902632,28,0,0,0.00
5100428,6,0,0,0.00
13102673,4,0,0,0.00
4700626,16,0,0,0.00
13101167,2,0,0,0.00
35200125,5,0,0,0.00
4502150,5,0,0,0.00
8700188,48,0,0,0.00
7300535,2,0,0,0.00
28401309,5,0,0,0.00
12719534,35,0,0,0.00
5400604,4,0,0,0.00
5000540,34,0,0,0.00
12719859,18,0,0,0.00
14100433,2,0,0,0.00
27300027,5,0,0,0.00
11200377,7,0,0,0.00
13300353,4,0,0,0.00
5700114,6,0,0,0.00
9600148,25,0,0,0.00
28717950,5,0,0,0.00
3300464,12,0,0,0.00
13300218,24,0,0,0.00
13400117,26,0,0,0.00
4802876,10,0,0,0.00
17301444,38,0,0,0.00
2400451,10,0,0,0.00
13101154,7,0,0,0.00
20400169,4,0,0,0.00
13100712,4,0,0,0.00
3101047,5,0,0,0.00
1201412,10,0,0,0.00
13105312,19,0,0,0.00
1307326,12,0,0,0.00
7300524,4,0,0,0.00
28300789,8,0,0,0.00
54900035,13,0,0,0.00
27300028,2,0,0,0.00
10700067,9,0,0,0.00
17800176,4,0,0,0.00
2601620,4,0,0,0.00
38300491,13,0,0,0.00
26401631,6,0,0,0.00
22000149,18,0,0,0.00
12500238,13,0,0,0.00
17200525,19,0,0,0.00
7300572,2,0,0,0.00
13101740,2,0,0,0.00
4000174,22,0,0,0.00
47000049,28,0,0,0.00
14701368,2,0,0,0.00
5400563,4,0,0,0.00
3700717,45,0,0,0.00
28101392,2,0,0,0.00
1701315,8,0,0,0.00
10600545,6,0,0,0.00
28714351,17,0,0,0.00
6301343,41,0,0,0.00
23301438,4,0,0,0.00
11200020,26,3,0,0.00
29800245,12,0,0,0.00
13100046,3,0,0,0.00
5300050,45,0,0,0.00
28721740,5,0,0,0.00
4804254,4,0,0,0.00
14701391,22,0,0,0.00
37900119,9,0,0,0.00
4600524,20,0,0,0.00
5700617,4,0,0,0.00
12202084,4,0,0,0.00
28401254,17,0,0,0.00
26404426,4,0,0,0.00
26600207,33,0,0,0.00
28300538,5,0,0,0.00
4804584,2,0,0,0.00
17300770,83,0,0,0.00
15200281,24,0,0,0.00
40700031,24,0,0,0.00
10600529,6,0,0,0.00
35108567,21,0,0,0.00
12300486,40,0,0,0.00
13101438,11,0,0,0.00
26015116,6,0,0,0.00
17300411,13,0,0,0.00
2201101,14,0,0,0.00
3700986,82,0,0,0.00
26004032,4,0,0,0.00
26203820,27,0,0,0.00
13900784,4,0,0,0.00
26022915,9,0,0,0.00
5801532,12,0,0,0.00
20900815,4,0,0,0.00
16000965,7,0,0,0.00
5100605,24,0,0,0.00
5800420,20,0,0,0.00
1801911,48,0,0,0.00
3300484,19,0,0,0.00
12800083,25,2,0,0.00
12719419,29,0,0,0.00
28718016,10,0,0,0.00
12707409,4,0,0,0.00
4802038,2,0,0,0.00
14700945,15,0,0,0.00
19400032,21,0,0,0.00
3100954,15,0,0,0.00
41100046,8,0,0,0.00
3100072,24,0,0,0.00
29800015,4,0,0,0.00
16200036,10,0,0,0.00
12713786,4,0,0,0.00
12703439,72,0,0,0.00
21403600,8,0,0,0.00
21401474,21,0,0,0.00
5301129,13,0,0,0.00
27300030,8,0,0,0.00
17200918,22,0,0,0.00
4502772,4,0,0,0.00
23300909,4,0,0,0.00
12100595,8,0,0,0.00
5000215,8,0,0,0.00
13103416,8,0,0,0.00
47800051,4,0,0,0.00
56700002,31,0,0,0.00
60000009,4,0,0,0.00
5400328,6,0,0,0.00
18001593,4,0,0,0.00
9200639,12,0,0,0.00
26205535,10,0,0,0.00
4804241,12,0,0,0.00
26403375,14,0,0,0.00
35108580,9,0,0,0.00
1306414,32,0,0,0.00
28703686,22,0,0,0.00
28703635,65,0,0,0.00
28718465,5,0,0,0.00
27201331,19,0,0,0.00
21400564,4,0,0,0.00
28714263,2,0,0,0.00
4804580,4,0,0,0.00
7006529,8,0,0,0.00
13300267,31,0,0,0.00
6201107,6,0,0,0.00
12100590,4,0,0,0.00
25100319,8,0,0,0.00
38300384,2,0,0,0.00
16200107,4,0,0,0.00
12704505,17,0,0,0.00
8200367,8,0,0,0.00
16700152,14,0,0,0.00
35108585,8,0,0,0.00
3300219,19,0,0,0.00
6301791,3,0,0,0.00
3701348,74,0,0,0.00
27200624,15,0,0,0.00
2501464,4,0,0,0.00
23000195,21,0,0,0.00
15201032,21,0,0,0.00
12705541,17,0,0,0.00
28717651,7,0,0,0.00
28100588,4,0,0,0.00
9200561,2,0,0,0.00
12703464,4,0,0,0.00
14300270,2,0,0,0.00
7006207,17,0,0,0.00
27200982,2,0,0,0.00
26203885,4,0,0,0.00
23700148,13,0,0,0.00
2702563,15,0,0,0.00
4804154,9,0,0,0.00
4804075,8,0,0,0.00
38300026,4,0,0,0.00
26203616,10,0,0,0.00
14701558,13,0,0,0.00
25700311,6,0,0,0.00
21405806,39,0,0,0.00
19400033,14,0,0,0.00
26002272,6,0,0,0.00
17300464,13,0,0,0.00
12100593,3,0,0,0.00
22600019,4,0,0,0.00
20100149,11,0,0,0.00
28716033,6,0,0,0.00
20900754,2,0,0,0.00
16200112,2,0,0,0.00
2300226,5,0,0,0.00
9000699,6,0,0,0.00
16600229,21,0,0,0.00
5500197,18,0,0,0.00
12300695,2,0,0,0.00
45200036,10,0,0,0.00
5301490,15,0,0,0.00
17200519,9,0,0,0.00
26205626,6,0,0,0.00
2900659,2,0,0,0.00
26002722,2,0,0,0.00
13201363,8,0,0,0.00
15200297,16,0,0,0.00
41100059,13,0,0,0.00
34800381,8,0,0,0.00
5800268,4,0,0,0.00
26018514,2,0,0,0.00
12710480,2,0,0,0.00
25400355,8,0,0,0.00
22000253,20,0,0,0.00
26205472,5,0,0,0.00
2702321,5,0,0,0.00
1701009,21,0,0,0.00
9101034,32,0,0,0.00
56900003,14,0,0,0.00
27200402,4,0,0,0.00
12711094,14,0,0,0.00
5400071,12,0,0,0.00
25400026,72,0,0,0.00
39500024,30,0,0,0.00
4800864,4,0,0,0.00
17301024,3,0,0,0.00
20900306,6,0,0,0.00
29502787,2,0,0,0.00
26200337,2,0,0,0.00
28703624,6,0,0,0.00
25100029,10,0,0,0.00
16600168,17,0,0,0.00
6200141,12,0,0,0.00
3701327,8,0,0,0.00
17200818,8,0,0,0.00
48300015,4,0,0,0.00
3700835,30,0,0,0.00
23400112,15,0,0,0.00
14300252,12,0,0,0.00
26500667,13,0,0,0.00
12720695,4,0,0,0.00
1306236,17,0,0,0.00
15200508,32,0,0,0.00
15700190,14,0,0,0.00
26400643,36,0,0,0.00
35108596,2,0,0,0.00
9002209,14,0,0,0.00
10900313,20,0,0,0.00
5700675,6,0,0,0.00
3300062,44,2,0,0.00
13300826,9,0,0,0.00
28703983,4,0,0,0.00
1307177,7,0,0,0.00
28400741,27,0,0,0.00
12704533,32,0,0,0.00
12709578,4,0,0,0.00
14701557,2,0,0,0.00
15200613,58,0,0,0.00
22300010,2,0,0,0.00
1600591,4,0,0,0.00
4700580,6,0,0,0.00
12706599,2,0,0,0.00
8902312,6,0,0,0.00
42700006,7,0,0,0.00
2200926,13,0,0,0.00
2702062,9,0,0,0.00
26003649,2,0,0,0.00
6400229,29,0,0,0.00
28714082,12,0,0,0.00
1305836,28,0,0,0.00
4801021,8,0,0,0.00
37900083,22,0,0,0.00
14701816,6,0,0,0.00
28720857,4,0,0,0.00
28000069,38,0,0,0.00
32900094,13,0,0,0.00
23400033,7,0,0,0.00
12700939,47,0,0,0.00
28714708,5,0,0,0.00
1003328,79,0,0,0.00
2602070,4,0,0,0.00
14300309,9,0,0,0.00
25400299,4,0,0,0.00
56900007,4,0,0,0.00
28721597,6,0,0,0.00
20900345,2,0,0,0.00
22300002,52,0,0,0.00
13104570,2,0,0,0.00
28720595,60,0,0,0.00
1003921,42,0,0,0.00
17800444,62,0,0,0.00
4803126,60,0,0,0.00
26402638,5,0,0,0.00
21408776,21,0,0,0.00
1480625,21,0,0,0.00
12709175,2,0,0,0.00
26013272,13,0,0,0.00
16000768,33,0,0,0.00
28715991,16,0,0,0.00
5100182,3,0,0,0.00
12301012,9,0,0,0.00
14300380,2,0,0,0.00
17800693,6,0,0,0.00
28713721,8,0,0,0.00
28720572,2,0,0,0.00
14701011,2,0,0,0.00
28102549,8,0,0,0.00
3901050,38,0,0,0.00
12712786,17,0,0,0.00
21200003,13,0,0,0.00
3700850,43,0,0,0.00
3600670,2,0,0,0.00
2402046,14,0,0,0.00
37900170,19,0,0,0.00
22600081,48,0,0,0.00
12714502,10,0,0,0.00
25100118,4,0,0,0.00
12400341,8,0,0,0.00
32900029,7,0,0,0.00
21408050,32,0,0,0.00
2501030,15,0,0,0.00
8500108,2,0,0,0.00
14300328,2,0,0,0.00
26300678,15,0,0,0.00
15200573,14,0,0,0.00
16400142,4,0,0,0.00
50600022,2,0,0,0.00
26203637,4,0,0,0.00
17301752,2,0,0,0.00
13100296,2,0,0,0.00
26404219,2,0,0,0.00
8902554,2,0,0,0.00
49800015,19,0,0,0.00
21406705,17,0,0,0.00
26400490,50,0,0,0.00
27201390,2,0,0,0.00
12717779,9,0,0,0.00
40300090,13,0,0,0.00
21900269,35,0,0,0.00
20900246,2,0,0,0.00
30600080,2,0,0,0.00
2702582,33,0,0,0.00
21404234,85,0,0,0.00
3700137,18,0,0,0.00
32900051,2,0,0,0.00
13101818,4,0,0,0.00
9101354,42,4,0,0.00
5000071,4,0,0,0.00
13104929,10,0,0,0.00
44400092,2,0,0,0.00
23400051,4,0,0,0.00
7005328,10,0,0,0.00
16000841,2,0,0,0.00
10301024,2,0,0,0.00
21900242,2,0,0,0.00
3701574,51,0,0,0.00
7101898,4,0,0,0.00
1307465,10,0,0,0.00
21409360,2,0,0,0.00
22000290,45,0,0,0.00
2800678,12,0,0,0.00
1306466,21,0,0,0.00
13103293,4,0,0,0.00
4700445,13,0,0,0.00
3100404,4,0,0,0.00
21411413,8,0,0,0.00
9002084,2,0,0,0.00
17700609,3,0,0,0.00
28102663,55,0,0,0.00
2500897,18,0,0,0.00
4500586,10,0,0,0.00
16400019,4,0,0,0.00
28900015,20,0,0,0.00
1306913,17,0,0,0.00
26401448,5,0,0,0.00
25100260,5,0,0,0.00
15200135,7,0,0,0.00
21408692,2,0,0,0.00
25700429,5,0,0,0.00
48300118,7,0,0,0.00
30000079,19,0,0,0.00
13300124,13,0,0,0.00
13103914,2,0,0,0.00
28720588,6,0,0,0.00
12720663,2,0,0,0.00
1307470,42,0,0,0.00
26204293,2,0,0,0.00
