user_session,categories
ab9cb1e3-525a-41f6-ae73-77e7cf181e8a,"electronics.smartphone,electronics.video.tv"
ac25f010-b653-4cf2-b70d-d789cbecdf88,"electronics.clocks,electronics.smartphone"
ac945698-820f-483e-9844-67912e037027,"electronics.smartphone,Unknown"
ad1d15df-c9e8-4d42-9458-9d142f6032e6,"appliances.kitchen.toster,Unknown"
ad2c23c5-bcb7-41f5-a148-9242bc22c1d2,"electronics.smartphone,Unknown"
ad612c18-c276-4198-b9d7-13ada0525c57,"electronics.clocks,kids.carriage"
aebea55e-db8b-4371-84b5-14a8fb63843b,"electronics.smartphone,Unknown"
aef05992-01f3-4dbe-9d57-396e16e2ac97,"electronics.audio.headphone,electronics.smartphone"
af32fbd1-be76-4109-9ffe-b79fe3864def,"construction.tools.drill,Unknown"
afa6fe69-2e31-43a8-b28e-333ea8ee2d39,"appliances.kitchen.washer,electronics.video.tv"
b05a3a09-745c-4d44-9540-08c701036eaf,"computers.peripherals.monitor,computers.peripherals.mouse"
b1bce8e5-efc6-4234-ac4e-0794b4f29897,"electronics.audio.headphone,electronics.smartphone"
b26c5723-4134-4701-b90a-c103b554f2f2,"appliances.kitchen.washer,electronics.smartphone"
b2cc0819-67ed-4922-811f-3aa91a1c5463,"furniture.kitchen.table,Unknown"
b4389af8-9107-4021-9981-773c81436d7d,"electronics.smartphone,electronics.tablet"
b59e7e74-dbdd-4715-9e42-3526eb5c3b1f,"appliances.environment.vacuum,electronics.smartphone"
b61fc898-0677-45ed-89f4-6b4fb1f77edc,"electronics.smartphone,Unknown"
b67f08ad-da37-4223-a1cb-05056a5bd836,"appliances.environment.air_conditioner,electronics.video.tv"
b715ba5d-cd03-463e-ba60-46327cb56bb2,"appliances.kitchen.refrigerators,Unknown"
b758c81b-4c02-472e-878a-f417d7fad1eb,"electronics.smartphone,Unknown"
b8213ba2-a477-44d5-b3f0-b40d18f3fa21,"electronics.audio.headphone,electronics.smartphone,Unknown"
b8ba991d-d206-48f8-8dd9-1a78374054ae,"appliances.environment.vacuum,electronics.smartphone"
b90ebbe0-ec24-4497-b481-17158e44dea1,"electronics.smartphone,Unknown"
b92f46d9-e81f-4bb8-a19a-2fae60098d51,"furniture.bedroom.bed,Unknown"
b9d14440-4674-49af-905b-626fdfb9f634,"appliances.kitchen.meat_grinder,electronics.smartphone"
ba321633-b740-4fdf-8701-9ad5eea068de,"electronics.audio.headphone,electronics.smartphone"
baf66b41-ee0c-4751-814f-59be4d044d3a,"computers.notebook,electronics.audio.headphone"
bb36b08d-f80a-412f-89c3-11761040d400,"electronics.smartphone,Unknown"
bc547f6f-1124-4eaf-b4d8-2a0082e1262f,"electronics.clocks,Unknown"
be623843-ad69-40a7-95e8-7459648ac02b,"electronics.audio.headphone,electronics.smartphone"
bec0bc38-d590-4df7-aa4a-5d919efcaae9,"electronics.smartphone,electronics.video.tv"
bf1f6312-9afe-472c-b760-73e14db5f448,"electronics.smartphone,Unknown"
c10341c1-a84f-4302-9f5e-1dae365d3ce0,"appliances.kitchen.refrigerators,electronics.video.tv,Unknown"
c1862d0e-6d5b-4136-8c22-88128ce87650,"furniture.bedroom.bed,Unknown"
c1dbae04-47c6-40bf-9022-12b1fe4b9c31,"electronics.smartphone,Unknown"
c1dd3f1c-e9ae-4ac9-9d43-43f16894454a,"computers.ebooks,Unknown"
c41fd608-b582-43d4-95a6-aaa0eb1665d3,"electronics.smartphone,Unknown"
c49b7975-7487-42e9-81eb-4b35d8d262a7,"electronics.smartphone,electronics.video.tv"
c657ebd2-831e-4115-9317-b791c17c12ac,"appliances.environment.vacuum,appliances.personal.hair_cutter"
c6c8171c-0a2e-4fff-b9b9-97f3ab0c6c65,"electronics.smartphone,Unknown"
c79aab38-df15-4f78-8cef-5477635d4271,"electronics.smartphone,Unknown"
c8d4047a-e398-4ed7-9f44-9e2680e131fe,"appliances.ironing_board,Unknown"
c8fd41d8-4ddd-42fc-8b79-381352a47585,"appliances.kitchen.washer,electronics.smartphone"
c9c0c42f-6363-4490-91b0-d26385068370,"electronics.smartphone,furniture.bedroom.bed"
ca38c9bc-d678-4f12-b924-1635dd231ed0,"appliances.kitchen.refrigerators,Unknown"
ca9867b7-faea-4541-99e3-9c141c616f02,"apparel.shoes,electronics.clocks,Unknown"
cacd4c00-af79-4f65-910b-9b0715fb8d44,"electronics.clocks,electronics.smartphone"
cb2b5b9b-6ccd-4eed-9078-99f1edaa833b,"electronics.smartphone,Unknown"
cbaced5e-d28b-47bc-9b53-bea7474d65ab,"electronics.smartphone,Unknown"
cc6617be-0f33-442e-b4d6-c53591239fd6,"apparel.shoes.keds,appliances.kitchen.washer"
cd2890a9-d468-4d68-92d1-45df65ed416c,"electronics.smartphone,Unknown"
cd460f20-f3c8-4f7d-bdc3-c1a69a4ed1dd,"electronics.audio.headphone,electronics.smartphone"
cd4c87c9-2710-4503-b542-7169b12ce2e2,"electronics.smartphone,Unknown"
cdd10470-3425-4f3f-9598-d3669186b8f7,"appliances.kitchen.microwave,Unknown"
cdfda93d-b1cc-47db-ac4b-d37fdc02e749,"construction.components.faucet,Unknown"
ce6420fe-323d-42ae-bb0c-f8c37aaf5b9a,"electronics.audio.headphone,Unknown"
cee3f2d7-5780-4c07-84c8-623fa7fc1b35,"computers.components.videocards,computers.peripherals.monitor"
cfafe978-4625-4ecd-bfae-458fbf58475a,"computers.notebook,electronics.smartphone"
cfbf1f6b-e612-4804-a58a-7874b2e48a41,"furniture.bedroom.bed,furniture.living_room.sofa"
d0b5a241-6d28-4ab7-9184-cfd1b030d695,"electronics.audio.headphone,electronics.smartphone"
d0ea9f91-5c28-49a4-bc73-697a1de3e896,"electronics.smartphone,Unknown"
d1748327-96ae-46e3-942c-0f508f3467f1,"electronics.smartphone,Unknown"
d3135fac-d3b9-4bc7-9d3a-5d23d04f0c98,"electronics.smartphone,Unknown"
d3f2c130-620e-4ae3-a9d4-456348005fa7,"appliances.kitchen.refrigerators,computers.notebook,electronics.video.tv"
d499529d-e2bd-4dff-9882-dd2775bd2db6,"construction.components.faucet,Unknown"
d50ad6f5-3631-4691-8fad-27163d8e136c,"auto.accessories.alarm,electronics.smartphone"
d50eb431-e976-483c-aa47-9d7dc18d4374,"electronics.audio.headphone,Unknown"
d58e8e91-7748-4072-b690-8dc8b7bcdd78,"electronics.audio.headphone,electronics.clocks"
d6004200-22de-4cf3-baff-5fb8a07159f8,"electronics.clocks,Unknown"
d66b4e9d-28d6-4c2d-ad50-4880c04037e2,"electronics.smartphone,Unknown"
d67ae772-d174-454e-9be6-2c415ae8f330,"appliances.kitchen.mixer,Unknown"
d6f225fa-6594-4679-ae68-d410622833cd,"electronics.smartphone,Unknown"
d7ba7403-7a04-4c02-a9e3-b38bb569cc06,"appliances.environment.vacuum,appliances.kitchen.oven"
d893604a-c2d3-42bc-abf0-21a237bc55ad,"furniture.bedroom.bed,Unknown"
d8a06a45-2b2a-4b01-945f-39a555c57679,"appliances.kitchen.oven,appliances.kitchen.washer"
d8d5622b-8d86-4a86-a40e-ba5f3a088aa5,"electronics.audio.headphone,electronics.smartphone"
d8ef3b90-8ed3-41b4-ae11-0da4a392467d,"construction.tools.drill,Unknown"
d9bb575b-63d7-40b5-b783-8441af69bac0,"electronics.smartphone,Unknown"
d9f5bf61-5a98-4bb6-88c3-4e4ac09198fc,"computers.notebook,Unknown"
db48acf1-deed-4303-8b27-983f5178757f,"electronics.smartphone,Unknown"
dc11ff76-075d-4cc7-ae86-80e0aefda99a,"electronics.smartphone,electronics.telephone"
ddd6c802-e8bf-4f34-932a-ff63fcac2c2d,"electronics.smartphone,Unknown"
de62f0f6-dcc9-45de-8fd9-3e4407049468,"electronics.smartphone,Unknown"
dfc45990-d8c1-4484-96d1-a5c8e161b0fa,"electronics.clocks,electronics.smartphone"
e023873d-c828-4f62-9bc1-7ac4f002938c,"appliances.kitchen.microwave,electronics.video.tv"
e0bca8cf-c50a-4af8-a10f-ad55944e88a5,"electronics.smartphone,Unknown"
e12af4da-901b-48d8-a11a-2e0a8f076e3f,"electronics.smartphone,electronics.telephone"
e12db5c7-fcb8-4ec0-a6a7-93b4fa293673,"electronics.audio.headphone,electronics.smartphone"
e1d05ca8-663b-44fc-bfc4-871baf7b2659,"auto.accessories.player,Unknown"
e279c324-d15f-413a-a5b3-0403919a3882,"electronics.smartphone,Unknown"
e3a1fc78-c021-4cee-bc81-98c0c1bb445c,"electronics.audio.headphone,electronics.clocks"
e3b22f77-d5dc-4163-ac03-988840ccb074,"electronics.smartphone,Unknown"
e3fdcd7c-05c2-4c4b-9ef9-8842cf451910,"computers.notebook,electronics.audio.music_tools.piano"
e40e7b33-c2cf-495e-975f-d2a2e365e448,"construction.tools.drill,Unknown"
e47aab89-da22-43b8-97b4-a04af84fcbbf,"appliances.environment.vacuum,appliances.iron"
e5298433-4e33-42db-ad97-8fd78d5edaa0,"electronics.smartphone,Unknown"
e543b008-235a-4077-b5c8-1fa5ea37dd1e,"electronics.audio.headphone,electronics.smartphone"
e55b867f-008a-4101-89db-0fd25b3bae08,"electronics.audio.headphone,electronics.smartphone"
e5b7e31e-c895-48eb-841f-7c33eaba3f98,"appliances.iron,appliances.kitchen.kettle,electronics.telephone,electronics.video.tv"
e5e5fd32-78eb-4edb-b476-f3ef305c31e5,"electronics.audio.headphone,electronics.smartphone"
e7aba62e-8ead-413c-a299-725e4d526459,"computers.notebook,Unknown"
e7b63f5d-9124-4044-a126-4986ae442f03,"electronics.video.tv,Unknown"
e7b7faf7-edb1-47bb-9c93-f40f0476e773,"appliances.personal.scales,Unknown"
ea196c5c-1aed-4622-9cee-6a9ba22681f1,"computers.notebook,electronics.smartphone"
eb6ca951-954f-4459-9f27-80ce17d1680f,"appliances.iron,electronics.video.tv,Unknown"
ebc42c96-ef82-405e-9190-780133f57c56,"electronics.smartphone,Unknown"
ec13cb1a-2fc3-4caf-997d-2507673fbfb8,"electronics.smartphone,Unknown"
ec2305f8-a703-45da-974c-1424013022b6,"appliances.kitchen.blender,appliances.kitchen.coffee_machine,electronics.video.tv"
ec970d60-a528-4542-94a0-80ad94766854,"electronics.smartphone,Unknown"
ecc9f789-2218-4021-aa75-7ea9b9492059,"appliances.environment.vacuum,appliances.iron"
eceecf6d-63ed-4e80-817a-7ffcab44812a,"appliances.environment.vacuum,appliances.kitchen.microwave"
ed62885c-4384-44dd-a722-35fa67b7a59f,"appliances.environment.air_conditioner,appliances.environment.water_heater"
ed8490c8-6f1a-40d1-95b2-f3b749e5a622,"appliances.kitchen.dishwasher,Unknown"
ed8a0217-9858-4ca2-8f6f-38078057e27c,"electronics.smartphone,Unknown"
ed908e45-6ecc-4395-8506-72fc8d557a78,"electronics.smartphone,kids.skates"
edc04cb7-6440-4ce2-a654-9f8b79d6142f,"apparel.shoes,appliances.kitchen.washer"
eea84168-9c0c-4a3b-82c1-0b983f6ef349,"electronics.smartphone,Unknown"
ef012375-24d2-4ff5-80b5-243cd769575d,"electronics.clocks,electronics.smartphone"
ef4867dd-b922-4d92-abec-9a75acb2b769,"electronics.video.tv,Unknown"
ef74c97e-d6a9-4477-a1dd-a47ca548166c,"electronics.video.tv,Unknown"
ef9320e0-d4f3-4718-a8f1-ef7597c9ad1b,"electronics.audio.microphone,Unknown"
efd4f660-d6c0-4cfe-a219-f2cf0213249f,"furniture.kitchen.chair,Unknown"
f0586e82-9d40-4b79-ad27-ec31b74bca47,"accessories.bag,computers.peripherals.mouse"
f0678bf9-5c87-4087-a66c-013449f35a20,"computers.desktop,Unknown"
f1225851-9173-40dd-b03c-f28c2452e40f,"construction.tools.drill,construction.tools.welding"
f16eaa6e-01a9-40e9-94a7-69a8efdeb3d8,"appliances.iron,appliances.kitchen.kettle"
f2f01352-4a33-4eaa-b4c7-0d35588fc4ff,"electronics.clocks,electronics.smartphone"
f37415c7-0683-4cae-b614-295c164961c4,"appliances.environment.vacuum,electronics.smartphone"
f38d5c55-9ff3-4acb-8719-739ed4830fc5,"furniture.bedroom.bed,Unknown"
f4297e96-fa2f-4e44-acbb-af9928135f16,"appliances.kitchen.toster,electronics.smartphone"
f430f205-31ed-465a-a708-d91f3a67a81f,"computers.desktop,Unknown"
f4bbeafc-ddbc-4796-a8dc-a9a293072e5f,"apparel.shoes.moccasins,electronics.smartphone"
f4dc8883-4b68-49d8-a54d-75f2767cb122,"appliances.kitchen.refrigerators,Unknown"
f5296a57-cb76-4b91-a070-fe0cc3b782cc,"electronics.smartphone,Unknown"
f53f19ed-757f-4a8a-b525-0ff690a09eda,"electronics.smartphone,Unknown"
f5435a2e-2b6e-4b6f-a600-e551c28bf06d,"apparel.costume,apparel.jumper,apparel.shoes"
f63c4f9c-82a3-42b8-b20f-ef759f496f0d,"computers.notebook,Unknown"
f71eb97f-bf21-45fa-bfdf-927624548211,"electronics.video.tv,Unknown"
f72e5798-0c5a-4a2d-8187-7a8fee8cbb20,"furniture.bedroom.bed,Unknown"
f771a899-af57-44ab-b3b4-5a4975aa8efe,"appliances.kitchen.hob,appliances.kitchen.hood"
f86dbcf4-840e-4d08-851f-e6a7959c7a02,"appliances.kitchen.hood,Unknown"
f94e6357-279f-4322-872b-8b3d0c238d32,"electronics.smartphone,Unknown"
f95a669c-00e8-45b7-9ec2-d6fb8144ba33,"computers.components.power_supply,computers.peripherals.keyboard,Unknown"
f9d44dd5-7479-4883-9c37-ffdea0c3c7bc,"electronics.audio.headphone,electronics.smartphone"
fa18e8d7-22b2-4c42-9cf5-3f541e0c32a5,"appliances.kitchen.washer,electronics.smartphone"
fa3232f2-8342-4b0e-ad74-ffdedc89acf6,"appliances.kitchen.washer,Unknown"
fac76dee-c104-4f04-9452-2fcc737f9a4d,"electronics.smartphone,Unknown"
fba51de0-1984-4970-bf36-95a8a2bd9e37,"auto.accessories.player,Unknown"
fbaf50ef-50b4-44df-bf75-5707cdbe38ed,"electronics.audio.headphone,electronics.smartphone"
fc1f4f0c-d068-4528-8a54-53ff29538404,"appliances.environment.vacuum,appliances.kitchen.washer"
fca854f6-4881-477c-874d-e2681249a92e,"electronics.audio.microphone,electronics.smartphone"
fe0650c3-84b2-4581-80be-6c3d882ec3f2,"electronics.clocks,electronics.smartphone"
fe0ccb5b-4f9e-4d55-8db9-a46a962dce38,"auto.accessories.player,electronics.audio.subwoofer,Unknown"
ff86809a-2366-450f-a6d4-3b070eb7ee1a,"electronics.audio.headphone,electronics.clocks,electronics.smartphone"
ffc1ebf7-b29f-4400-83f7-c8ea7bde4555,"electronics.clocks,electronics.smartphone"
